 ps_partkey |    value    
     324792 |  8539398.04
     319414 |  8538702.64
     153079 |  8538096.62
     437483 |  8537984.65
     323547 |  8537524.44
     371067 |  8537224.50
     284723 |  8536461.35
      63280 |  8536376.60
     383368 |  8535758.66
     430751 |  8535566.55
     101004 |  8535333.55
     148466 |  8534976.40
     587559 |  8534627.96
     731282 |  8534617.36
      41352 |  8534298.81
     620429 |  8534120.89
      53487 |  8534062.80
      66481 |  8533238.40
     620154 |  8532988.92
     628955 |  8532401.76
     106470 |  8531761.19
     272032 |  8531738.07
     443425 |  8530402.62
     216269 |  8530157.38
     550076 |  8529356.16
     791830 |  8529000.00
     674092 |  8528934.51
      45241 |  8527798.68
     663612 |  8527742.10
     254854 |  8526848.38
     730058 |  8526663.12
     377199 |  8526060.36
     396744 |  8526045.58
     281082 |  8525459.10
     121086 |  8524763.35
     452607 |  8524500.80
      19205 |  8524089.57
     460222 |  8523876.96
     286101 |  8523495.12
      37431 |  8523479.61
     351055 |  8522913.95
     427106 |  8522647.75
     214430 |  8522359.18
     656276 |  8522113.79
     660399 |  8521948.19
     104452 |  8521687.30
     724005 |  8521617.02
     792627 |  8521381.75
     332841 |  8521014.90
     440620 |  8520435.34
     244828 |  8520337.80
     221500 |  8520274.98
     118395 |  8519575.91
     612883 |  8519509.96
     519530 |  8518274.82
      27788 |  8518272.66
     540691 |  8517864.26
     398386 |  8517731.98
     506914 |  8517531.44
     791141 |  8516782.40
     559262 |  8516781.96
     644628 |  8516192.16
     262541 |  8516100.56
      87041 |  8515576.09
     237741 |  8515342.00
     769093 |  8515335.64
      24027 |  8515195.40
      33644 |  8514511.29
     378460 |  8513923.29
     248104 |  8513778.12
       7289 |  8513280.60
       5418 |  8513151.50
     738998 |  8513079.96
     188637 |  8512972.80
     593606 |  8511682.01
     391846 |  8511570.81
      54182 |  8510750.32
     164132 |  8510115.51
     371164 |  8510112.64
     245311 |  8509889.56
     401250 |  8509493.48
     774264 |  8509491.38
      65756 |  8509449.53
      78352 |  8509289.19
     451024 |  8508793.47
     735222 |  8508587.50
     547074 |  8507150.52
     677037 |  8507080.80
     456532 |  8506877.94
     212343 |  8505586.40
     496613 |  8504107.56
     357431 |  8503932.04
     379502 |  8503663.77
     769197 |  8503062.16
     181916 |  8503018.75
     718323 |  8502643.52
     442094 |  8501840.93
     756323 |  8501817.60
     523393 |  8501793.93
     541762 |  8501544.96
     505388 |  8501349.84
     521387 |  8501152.80
     516926 |  8500619.12
     782262 |  8499460.59
     353983 |  8498325.20
     628244 |  8497982.16
     116996 |  8497977.92
     530540 |  8497782.33
     157117 |  8497136.06
     508446 |  8496731.60
     160810 |  8496403.30
     269873 |  8496227.74
     144470 |  8496208.86
     657448 |  8495634.32
     757821 |  8495268.04
     240585 |  8494468.17
     327421 |  8494236.52
     384438 |  8494078.88
     374135 |  8493076.62
      42813 |  8492423.34
     683419 |  8491538.95
     509914 |  8491339.16
     462137 |  8490915.54
      39737 |  8490484.97
     160435 |  8490374.43
     234884 |  8490154.64
     709144 |  8489705.28
      63121 |  8489609.89
     518383 |  8489498.18
     790168 |  8489112.00
     196542 |  8488831.78
     505210 |  8488729.06
     469332 |  8487756.60
     383912 |  8487507.39
     735464 |  8487404.64
     667354 |  8486854.28
     632849 |  8485337.16
      26098 |  8484957.27
     442872 |  8484906.35
      26282 |  8484790.41
     590411 |  8483967.36
     505149 |  8483654.16
     251711 |  8483582.42
     759150 |  8483422.02
     392896 |  8482762.46
     419904 |  8482215.96
     666934 |  8482118.32
      70094 |  8481869.32
     216476 |  8481856.88
     231901 |  8481781.69
     285017 |  8481472.89
     188387 |  8481458.52
     555671 |  8481126.39
     140961 |  8479786.00
     547036 |  8479068.91
     474677 |  8478499.01
     332886 |  8478380.57
     731574 |  8478313.20
     516725 |  8478293.58
     635573 |  8477754.04
     574238 |  8476641.15
     105189 |  8476210.44
     517283 |  8474797.31
     164888 |  8474389.56
     547390 |  8474287.00
     388772 |  8473718.70
     644729 |  8473546.10
     402539 |  8473492.12
     333636 |  8473322.32
     689496 |  8473191.30
     556787 |  8473071.17
     662850 |  8472688.60
     162249 |  8472272.76
     176084 |  8472179.76
     714822 |  8471234.92
     157327 |  8470648.72
     320415 |  8470058.24
     243080 |  8469472.54
     564932 |  8469290.75
     584440 |  8468942.04
      91471 |  8468874.56
     146761 |  8468808.12
     793663 |  8468483.58
     473215 |  8467569.24
     339149 |  8467401.60
     570964 |  8467277.70
     585806 |  8466976.86
      11178 |  8466774.80
     570978 |  8466759.05
      84264 |  8466582.75
     536127 |  8466045.64
     652295 |  8465535.84
      89542 |  8465026.30
     232850 |  8464875.78
     711920 |  8464805.73
     383201 |  8464258.28
     739323 |  8464253.74
     286824 |  8464140.30
     156055 |  8463521.60
     580159 |  8463121.12
       6077 |  8463030.10
     487050 |  8462412.17
      97871 |  8462401.90
     705436 |  8462349.00
     714396 |  8462166.12
     743274 |  8461887.05
     128738 |  8461369.18
     575903 |  8460848.85
     351010 |  8459765.76
      56533 |  8459430.18
     624739 |  8459282.00
     291032 |  8458683.34
     301400 |  8458680.54
      90599 |  8457874.86
     373335 |  8457720.24
      66292 |  8457588.30
     242133 |  8457495.08
     289150 |  8455750.38
      81092 |  8455708.50
     528386 |  8455664.16
     762369 |  8454258.00
     579532 |  8454013.55
     581659 |  8453569.14
     584970 |  8452992.30
     645132 |  8452925.86
     425342 |  8452253.46
      12441 |  8452149.83
     159846 |  8451571.02
     391186 |  8451181.67
      93118 |  8451092.30
     151867 |  8451077.20
     503948 |  8450858.03
     302425 |  8449990.08
     741115 |  8449842.83
     633390 |  8449767.50
     145918 |  8449358.46
     451669 |  8449349.04
       4675 |  8448885.55
     519045 |  8447262.56
     421229 |  8447154.80
     663627 |  8447080.34
     342208 |  8446503.18
     408353 |  8445895.46
     206510 |  8445715.96
     164590 |  8445190.55
     585249 |  8445083.33
     750100 |  8444829.24
     490264 |  8444802.84
      93535 |  8444663.24
     317862 |  8444582.68
     156009 |  8444040.92
      61861 |  8444010.86
     571825 |  8443715.40
     356333 |  8443694.80
     599194 |  8443634.07
     292203 |  8443118.91
      62644 |  8442936.25
     420697 |  8442823.40
     301494 |  8442688.80
     404476 |  8442446.13
     632385 |  8442205.52
     334073 |  8441439.22
     384103 |  8441382.69
     216515 |  8440803.54
     751894 |  8439714.45
     739012 |  8439327.60
     686628 |  8439320.49
     556866 |  8438455.20
     721664 |  8438173.72
     649121 |  8437385.27
     355457 |  8436820.80
     708636 |  8436277.52
     151130 |  8436181.91
     271589 |  8435957.94
     694854 |  8433988.11
     464548 |  8433571.02
     581427 |  8433281.22
     675418 |  8433278.72
     173261 |  8432992.53
     456176 |  8432910.00
     143368 |  8432771.71
     406683 |  8432274.17
     530822 |  8431743.60
     404787 |  8430867.78
     307142 |  8430790.88
     717384 |  8430780.32
     363368 |  8430698.80
     577404 |  8430655.48
     755600 |  8430585.36
     277054 |  8430053.50
       6669 |  8428618.46
     285434 |  8428367.52
     407260 |  8428157.01
     353765 |  8427821.04
     195836 |  8427352.72
     279461 |  8426994.57
     350348 |  8425835.22
     355513 |  8425054.56
     775510 |  8424706.76
      86377 |  8424493.32
     578450 |  8424273.46
     197216 |  8423630.46
     171635 |  8423277.63
     326995 |  8422718.24
     248668 |  8422367.25
     584749 |  8422174.80
     751025 |  8422127.22
     624091 |  8422052.76
     567644 |  8422050.80
     542425 |  8421871.99
     799724 |  8420704.20
     316125 |  8420098.90
     524242 |  8419421.52
      91209 |  8419415.14
     614965 |  8419189.38
     575805 |  8419060.81
      59343 |  8418971.70
     500593 |  8418960.13
     281508 |  8418543.50
         25 |  8418235.52
     777433 |  8417731.58
     258375 |  8417287.41
     768047 |  8416100.43
     185227 |  8416088.76
     538355 |  8415206.40
     447982 |  8415200.09
     323339 |  8415015.63
     608717 |  8414415.24
     295675 |  8413738.48
     170879 |  8413159.92
     618747 |  8411120.48
     535259 |  8410166.73
     184027 |  8409520.32
     281049 |  8409478.90
     430484 |  8409095.11
     778753 |  8408055.60
     336514 |  8407942.83
     790242 |  8407815.36
     542928 |  8406778.00
     425807 |  8406422.69
     780081 |  8406175.18
     380701 |  8405964.32
     704343 |  8405736.40
     210693 |  8405464.41
     521502 |  8405396.24
     426366 |  8404874.30
     613318 |  8404085.68
     675630 |  8403289.02
     185190 |  8403064.80
     376507 |  8402204.13
     359544 |  8401993.22
     381664 |  8401847.44
     292290 |  8401666.24
     535669 |  8400824.40
      51452 |  8400649.00
      86692 |  8399375.88
     393539 |  8398884.34
     770016 |  8398041.11
     615304 |  8396853.72
     166925 |  8396681.92
     494960 |  8395751.32
     367060 |  8395742.16
     601046 |  8394276.80
     624160 |  8393618.40
      91267 |  8393515.06
     797571 |  8393424.44
     316612 |  8392209.80
     297370 |  8392162.48
     245906 |  8391268.60
     142262 |  8390775.80
     174459 |  8389585.27
        792 |  8389583.76
     687860 |  8389487.91
     186673 |  8388933.56
     624146 |  8388798.43
     434760 |  8388639.75
      75647 |  8388371.84
     341749 |  8388357.25
     666504 |  8388012.92
     218686 |  8387705.40
     350603 |  8387527.14
     145176 |  8387427.18
      66202 |  8386522.83
     281628 |  8385913.33
     354120 |  8385681.50
     301752 |  8384768.00
     137777 |  8384702.70
     557465 |  8384004.30
     463818 |  8383729.48
     625316 |  8383467.20
     210470 |  8382850.00
     544153 |  8382619.36
     209020 |  8381226.92
      65917 |  8380970.14
     171164 |  8380914.17
     348038 |  8380877.76
     449037 |  8380371.53
     118132 |  8379924.84
     526080 |  8379728.70
     796997 |  8379042.28
     199901 |  8378670.72
     119118 |  8377740.00
     313093 |  8377111.32
     249826 |  8376890.89
     696616 |  8375691.52
     252149 |  8375487.63
     337102 |  8375301.78
     315225 |  8374911.05
     742676 |  8374426.20
     481434 |  8374068.12
     659069 |  8373959.95
     729200 |  8373664.01
     644138 |  8373228.80
     650514 |  8372889.63
     656329 |  8372422.63
     736437 |  8371904.32
     336256 |  8370812.84
      57413 |  8370715.50
     334586 |  8370360.32
     731950 |  8369580.26
     565408 |  8369130.70
     683263 |  8368976.16
     420397 |  8368863.03
     476992 |  8368672.65
     435131 |  8368657.08
     667356 |  8368246.56
     236623 |  8367542.01
     432443 |  8367168.75
     721392 |  8366997.79
     723453 |  8366577.42
     393886 |  8366405.94
     383717 |  8366159.40
      84012 |  8366035.37
     113245 |  8365392.39
     159454 |  8365352.08
     441432 |  8365338.06
     321657 |  8364937.48
     575373 |  8364286.59
       9359 |  8363368.00
     466064 |  8363073.72
     477595 |  8362989.44
     227719 |  8362480.50
     632899 |  8361862.32
     273408 |  8361338.40
     683617 |  8361081.18
     582655 |  8360258.67
     725374 |  8359870.80
     399169 |  8359724.54
     635480 |  8359109.64
     269774 |  8358963.46
     454269 |  8358484.53
     178028 |  8358256.12
     355448 |  8358187.52
     170880 |  8358153.61
      64331 |  8358052.78
        928 |  8357821.45
     564349 |  8356470.19
     436775 |  8355339.20
     183827 |  8355268.88
     633993 |  8355012.84
     102204 |  8354731.28
      74029 |  8354556.38
     103644 |  8354093.20
     230604 |  8354003.40
     153578 |  8353707.75
     371895 |  8353664.00
     520125 |  8352978.90
     290864 |  8352691.47
     254814 |  8351852.42
     615762 |  8351797.09
     525591 |  8351677.88
     247126 |  8350323.60
     605888 |  8350076.54
     500095 |  8350022.20
     134255 |  8349658.90
     592677 |  8349333.83
     337890 |  8349019.68
     172786 |  8348737.80
     127020 |  8348336.93
     397451 |  8348072.46
     240907 |  8348036.16
     252845 |  8347794.65
     755159 |  8347718.99
     531264 |  8347584.80
     697466 |  8347380.99
     451422 |  8347298.37
      41383 |  8347223.45
     461370 |  8347122.20
     778740 |  8347097.52
     145441 |  8346794.88
     375484 |  8346782.40
     338005 |  8346435.04
     749132 |  8346339.30
     654207 |  8345702.28
     400143 |  8345588.82
     420498 |  8345154.15
     688454 |  8345049.52
     194076 |  8344591.36
     184820 |  8343523.96
     561061 |  8343188.49
     249151 |  8342999.70
     315220 |  8342692.03
     387208 |  8341584.50
     779669 |  8341140.60
     650212 |  8340990.84
     467756 |  8340794.93
     198956 |  8340370.65
     319488 |  8340231.02
      51507 |  8339590.72
     703177 |  8339445.27
      99836 |  8339112.68
     728337 |  8338597.41
     542763 |  8338163.49
     631635 |  8337852.31
     121037 |  8337837.60
     780617 |  8336454.80
     543240 |  8336284.00
     616921 |  8335925.92
      24579 |  8335421.60
     567353 |  8335259.66
     400635 |  8335013.19
     751318 |  8334696.56
     706414 |  8334320.82
     443237 |  8334289.28
     291406 |  8334081.03
     592711 |  8333996.80
     514506 |  8333809.34
     343817 |  8333203.97
      56007 |  8333166.60
     308696 |  8332209.34
     632261 |  8331872.40
     430369 |  8331829.57
     215558 |  8331569.92
     319622 |  8331512.16
     436376 |  8330412.09
     101447 |  8329828.90
     204500 |  8329397.08
     583490 |  8329155.94
     565775 |  8328620.22
     578110 |  8327990.16
     682390 |  8327959.52
     277396 |  8327800.32
     555618 |  8327443.58
     602824 |  8327145.10
     744541 |  8326917.78
     450088 |  8326824.88
     551172 |  8326615.60
     721665 |  8326417.68
     399846 |  8326252.18
     286930 |  8326036.88
     586252 |  8325931.39
     578353 |  8325220.90
     479715 |  8324623.55
     600341 |  8324476.02
     180371 |  8324416.95
      97840 |  8324386.14
     588172 |  8324187.56
     454613 |  8323639.60
     498177 |  8322731.40
     571897 |  8322255.50
     671301 |  8321905.11
     632767 |  8321562.65
      89339 |  8321245.29
     683233 |  8321202.63
     375692 |  8321178.60
     473431 |  8320509.83
     461002 |  8320226.76
     239759 |  8320109.50
     266001 |  8320004.28
     208411 |  8319730.72
     141948 |  8319563.56
     182882 |  8319362.16
     358225 |  8319264.96
     783223 |  8319078.36
     790480 |  8318910.96
     571681 |  8317358.28
     159160 |  8316949.84
     766005 |  8315957.20
      31433 |  8315657.83
     478378 |  8315612.30
     662916 |  8315522.46
     742670 |  8315049.96
     609324 |  8314608.75
      29101 |  8313075.54
      42392 |  8312895.96
     677474 |  8312768.64
     119265 |  8312452.08
     174261 |  8311899.50
     528927 |  8311257.92
     148376 |  8311256.55
     746365 |  8310621.06
     282828 |  8310544.32
     729456 |  8310455.46
     594184 |  8310214.42
     174465 |  8308470.56
     202322 |  8308453.60
     722687 |  8308028.93
     564004 |  8307951.40
     239605 |  8307204.05
     271898 |  8307168.42
     770380 |  8306879.13
     317170 |  8306683.00
     224501 |  8306576.24
     142359 |  8306496.30
     637274 |  8304825.44
     626120 |  8304722.36
      46536 |  8302975.38
      82828 |  8302900.15
     511776 |  8302891.72
     107525 |  8302756.80
     320381 |  8302556.25
     661892 |  8302015.60
     410540 |  8301548.68
     604140 |  8301260.00
     283832 |  8300718.46
     770754 |  8300119.52
     200668 |  8299468.04
     142908 |  8299447.77
     251670 |  8298566.43
       7224 |  8298454.20
     701584 |  8298389.52
     243047 |  8298310.23
     280479 |  8298291.07
     358259 |  8297778.37
      75164 |  8297366.00
     440165 |  8296859.24
     474285 |  8296480.40
     692701 |  8295837.40
     528233 |  8295680.51
     789161 |  8295665.04
     664753 |  8295465.39
     507208 |  8295358.76
     349435 |  8295054.84
     770615 |  8294353.46
     626768 |  8294082.00
     769434 |  8293319.45
     424324 |  8292585.96
     499610 |  8292581.80
      51349 |  8292350.88
     749689 |  8291063.04
     688319 |  8290376.40
     155507 |  8290001.55
     189269 |  8289991.20
     139629 |  8289907.20
     759454 |  8289740.38
     486536 |  8289521.13
     588464 |  8289486.26
     512921 |  8289425.93
     482646 |  8289235.56
      57018 |  8289021.60
     473362 |  8288275.96
      64438 |  8288186.90
     622898 |  8288061.04
     528727 |  8287834.95
     339830 |  8287689.00
     404830 |  8287657.84
     500844 |  8287629.48
     383844 |  8287538.08
     145338 |  8287426.97
       6891 |  8286779.31
     349630 |  8286741.78
      51627 |  8286307.62
     180239 |  8286271.50
     337583 |  8286150.99
     483086 |  8285378.56
     256269 |  8285365.66
     755122 |  8285154.68
      36383 |  8284875.67
     181658 |  8284803.12
     668848 |  8284595.01
     147504 |  8284472.75
     364139 |  8283788.48
     774414 |  8283562.00
     228162 |  8283345.70
     625841 |  8283205.98
     168807 |  8282364.16
     627179 |  8281718.30
     727173 |  8281702.64
     639173 |  8281646.22
     326016 |  8281361.64
     446676 |  8281348.95
     684088 |  8280766.72
     706904 |  8280305.78
     763467 |  8280288.42
     201613 |  8279717.40
     389294 |  8279622.40
     198943 |  8279271.68
     296688 |  8278398.24
     415596 |  8278161.96
     527141 |  8277672.00
     745961 |  8277186.47
     588387 |  8277165.26
     244288 |  8276956.78
     169830 |  8276851.80
     254458 |  8275776.22
     668459 |  8275376.88
      83819 |  8274908.95
      66280 |  8274835.66
     713244 |  8274196.00
     212899 |  8273838.12
     558819 |  8273787.12
     327985 |  8273676.30
     622761 |  8273314.98
     228009 |  8273107.36
     376481 |  8272180.00
     291911 |  8271281.52
     385937 |  8271096.05
     559123 |  8270867.20
     469321 |  8270611.40
     686938 |  8270520.56
     766990 |  8269546.58
     511107 |  8269235.65
     235792 |  8269124.97
     201630 |  8267272.50
     535941 |  8266809.94
     622291 |  8266675.20
     645184 |  8266074.98
     616187 |  8265879.60
      11164 |  8265874.54
     607380 |  8265486.32
     324016 |  8265102.78
     761582 |  8264967.50
     427054 |  8263432.65
     112892 |  8263399.10
     337772 |  8263064.40
     161346 |  8262840.14
     688283 |  8262690.40
      95767 |  8261993.78
     312351 |  8260556.72
     379341 |  8259738.72
     518328 |  8259317.16
     415876 |  8258952.24
     731397 |  8258857.74
     127030 |  8258828.60
     529749 |  8257072.87
     407016 |  8256932.40
     541988 |  8256905.50
        399 |  8255999.57
     142159 |  8255848.46
     758857 |  8255766.50
     665809 |  8254625.73
      37637 |  8254578.08
     327496 |  8254154.28
     471812 |  8253135.04
     271152 |  8253102.35
     465908 |  8252864.58
     389708 |  8252651.74
     296465 |  8252196.56
      54452 |  8251915.96
     394060 |  8251722.85
     526546 |  8251679.80
     431798 |  8251438.08
     437523 |  8251401.36
     490091 |  8251278.30
     444198 |  8250915.54
     644211 |  8249844.52
     411086 |  8249632.16
     563811 |  8249027.00
     657866 |  8249022.21
     140844 |  8248721.00
        755 |  8248592.82
     187504 |  8248591.65
     609897 |  8248407.51
      63720 |  8248360.32
     355746 |  8248302.40
     150816 |  8247986.00
     641543 |  8247407.33
     556317 |  8247159.00
     116071 |  8246173.74
     295144 |  8245999.46
     311920 |  8245900.32
      56704 |  8245206.48
     183574 |  8244861.60
     247174 |  8244833.83
     633196 |  8244082.00
     110433 |  8243321.99
     280373 |  8242469.52
      18641 |  8242205.73
     454079 |  8242128.52
     197410 |  8241865.17
     302649 |  8241300.81
     663791 |  8240197.50
     741557 |  8239710.02
     600841 |  8239577.28
     479047 |  8239316.38
       1522 |  8239291.74
     275717 |  8239048.96
     449813 |  8238700.08
     562210 |  8238600.00
     144252 |  8238532.81
     337345 |  8237464.70
      49863 |  8237070.45
     347365 |  8236313.70
     505823 |  8235490.05
      55080 |  8234794.12
     101840 |  8234625.00
     215178 |  8234519.04
     396077 |  8234504.71
     258616 |  8234153.34
     454307 |  8233804.06
     410326 |  8233777.28
     465792 |  8233156.08
     183274 |  8233047.63
      17208 |  8232951.05
     518762 |  8232010.11
     419524 |  8231426.69
     123530 |  8231102.64
        710 |  8230960.17
     106863 |  8230758.78
     730874 |  8230483.80
     138015 |  8230337.28
     480668 |  8229979.84
     563447 |  8229893.56
     352857 |  8229888.42
     399122 |  8229802.72
     629819 |  8228980.40
     572224 |  8228405.64
     408676 |  8227631.99
     229563 |  8226979.38
     339623 |  8226856.50
     540292 |  8226472.10
     566378 |  8226099.24
     392900 |  8224619.91
     263504 |  8224562.04
     367123 |  8223738.60
     743252 |  8223045.13
     224279 |  8223031.56
     415154 |  8222253.60
     122614 |  8222051.94
      81194 |  8221695.75
     315042 |  8221623.52
     145620 |  8221371.60
     338165 |  8220414.59
     669597 |  8218733.00
     240143 |  8217671.28
     482038 |  8217043.89
     621370 |  8216567.45
     748187 |  8216148.31
     424726 |  8215721.80
     169484 |  8215701.63
     480169 |  8215470.72
     604539 |  8214744.08
     516074 |  8214732.47
     474137 |  8214267.51
     561883 |  8214165.88
     744439 |  8213961.27
     228810 |  8213914.89
     771414 |  8213680.64
     146788 |  8213592.16
     299630 |  8213470.24
     242676 |  8212905.62
     596987 |  8212027.99
     315568 |  8211156.80
      18093 |  8209773.21
     450228 |  8209663.93
     160266 |  8209468.80
     407225 |  8209385.91
     512043 |  8209347.31
     311075 |  8209276.22
     159357 |  8209156.20
       9502 |  8208757.53
      55057 |  8208197.22
     756483 |  8208193.68
       8528 |  8207699.37
     295826 |  8207503.20
     545338 |  8207022.56
     304628 |  8205190.80
      87263 |  8205082.34
     601504 |  8204847.50
     649845 |  8204294.52
     732741 |  8203812.46
      71525 |  8202950.46
     576198 |  8202948.13
     569814 |  8202344.75
     778681 |  8202291.39
      34872 |  8202209.96
     519166 |  8201901.96
     604094 |  8200986.16
     376267 |  8200682.00
     124554 |  8200415.46
     620216 |  8200414.44
     313613 |  8200291.27
     489854 |  8200018.20
     398381 |  8200001.70
     145565 |  8199389.34
     606014 |  8199176.04
     770385 |  8199159.57
     618361 |  8197881.16
     306894 |  8197666.61
     671183 |  8197289.22
     750593 |  8197274.47
     429042 |  8197166.40
     723435 |  8197081.95
     170910 |  8195558.01
      13528 |  8195515.02
     320528 |  8195008.78
     676606 |  8194768.00
     654084 |  8194662.00
     120601 |  8193475.20
     617984 |  8192653.38
     266534 |  8192316.66
     176856 |  8191847.73
      21533 |  8191694.02
     602141 |  8191656.00
     748246 |  8191347.72
     271998 |  8191247.14
     666389 |  8190925.85
     374717 |  8190891.38
     104848 |  8190224.56
     433849 |  8190040.44
     427880 |  8190039.17
     301468 |  8189887.68
      36704 |  8189347.76
     406455 |  8188914.51
     730077 |  8187880.80
     539814 |  8187806.36
     227090 |  8187780.66
     522737 |  8185748.22
     552434 |  8185373.00
     405515 |  8185011.12
     794469 |  8185008.00
     190683 |  8184568.92
      26774 |  8184561.92
      97873 |  8184431.36
     757583 |  8184229.35
     382252 |  8183737.10
     736620 |  8183085.44
     260565 |  8183043.07
     177633 |  8182830.16
     282420 |  8182805.47
      96562 |  8181823.50
     721669 |  8181513.54
     390487 |  8180500.72
     308466 |  8180305.00
     113946 |  8180223.18
     381642 |  8180222.40
     796673 |  8180038.24
     775639 |  8179897.56
     337616 |  8179671.13
     191765 |  8179338.78
     147875 |  8179318.88
      27208 |  8179279.71
     412918 |  8179134.48
     686110 |  8178524.83
      99884 |  8178418.16
     496148 |  8176976.61
     301907 |  8176939.35
     537191 |  8176840.82
     146441 |  8176533.12
     676750 |  8176430.08
     577539 |  8176187.61
     310136 |  8175803.52
     351102 |  8175681.00
     651657 |  8175518.82
     638329 |  8175514.08
       1601 |  8175480.78
     153438 |  8175466.80
     409020 |  8175393.72
     511210 |  8175300.00
     725919 |  8175283.38
     768336 |  8174936.66
     790107 |  8174591.10
      56888 |  8173342.00
     225837 |  8173183.32
     246623 |  8172885.27
     377342 |  8172841.95
       5369 |  8172828.03
     490236 |  8172787.86
     631743 |  8172762.29
     225182 |  8172576.30
     201924 |  8172418.00
     631905 |  8172402.72
     249236 |  8171615.22
     344928 |  8170812.11
     172574 |  8170451.52
     724416 |  8170364.34
     284958 |  8169996.78
     566470 |  8169661.65
     750493 |  8169186.50
     351242 |  8168219.67
     375928 |  8167981.60
     140371 |  8167577.33
     277190 |  8167491.56
(3312 rows)

