  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#15   | STANDARD ANODIZED NICKEL  |     28 |          136
 Brand#15   | STANDARD ANODIZED STEEL   |     30 |          136
 Brand#15   | STANDARD BRUSHED BRASS    |     45 |          136
 Brand#15   | STANDARD BRUSHED COPPER   |     41 |          136
 Brand#15   | STANDARD BURNISHED BRASS  |     41 |          136
 Brand#15   | STANDARD BURNISHED COPPER |     41 |          136
 Brand#15   | STANDARD BURNISHED NICKEL |     30 |          136
 Brand#15   | STANDARD BURNISHED NICKEL |     38 |          136
 Brand#15   | STANDARD BURNISHED TIN    |      8 |          136
 Brand#15   | STANDARD PLATED BRASS     |     28 |          136
 Brand#15   | STANDARD PLATED STEEL     |      8 |          136
 Brand#15   | STANDARD PLATED STEEL     |     43 |          136
 Brand#21   | ECONOMY BRUSHED BRASS     |      8 |          136
 Brand#21   | ECONOMY BRUSHED COPPER    |     45 |          136
 Brand#21   | ECONOMY BRUSHED NICKEL    |     28 |          136
 Brand#21   | ECONOMY BURNISHED BRASS   |     38 |          136
 Brand#21   | ECONOMY BURNISHED COPPER  |     30 |          136
 Brand#21   | ECONOMY BURNISHED NICKEL  |      8 |          136
 Brand#21   | ECONOMY BURNISHED NICKEL  |     12 |          136
 Brand#21   | ECONOMY BURNISHED NICKEL  |     43 |          136
 Brand#21   | ECONOMY PLATED NICKEL     |     45 |          136
 Brand#21   | ECONOMY PLATED TIN        |      8 |          136
 Brand#21   | ECONOMY PLATED TIN        |     38 |          136
 Brand#21   | ECONOMY PLATED TIN        |     43 |          136
 Brand#21   | ECONOMY POLISHED NICKEL   |     30 |          136
 Brand#21   | ECONOMY POLISHED STEEL    |     12 |          136
 Brand#21   | ECONOMY POLISHED STEEL    |     38 |          136
 Brand#21   | LARGE BRUSHED NICKEL      |     38 |          136
 Brand#21   | LARGE BRUSHED STEEL       |     43 |          136
 Brand#21   | LARGE BURNISHED BRASS     |      8 |          136
 Brand#21   | LARGE BURNISHED NICKEL    |     12 |          136
 Brand#21   | LARGE PLATED STEEL        |     38 |          136
 Brand#21   | LARGE PLATED STEEL        |     43 |          136
 Brand#21   | LARGE PLATED STEEL        |     45 |          136
 Brand#21   | LARGE POLISHED BRASS      |      8 |          136
 Brand#21   | LARGE POLISHED NICKEL     |     38 |          136
 Brand#21   | LARGE POLISHED NICKEL     |     45 |          136
 Brand#21   | LARGE POLISHED STEEL      |     45 |          136
 Brand#21   | MEDIUM ANODIZED COPPER    |     28 |          136
 Brand#21   | MEDIUM ANODIZED STEEL     |     45 |          136
 Brand#21   | MEDIUM BRUSHED COPPER     |     38 |          136
 Brand#21   | MEDIUM BRUSHED NICKEL     |     28 |          136
 Brand#21   | MEDIUM BRUSHED NICKEL     |     38 |          136
 Brand#21   | MEDIUM BRUSHED STEEL      |     30 |          136
 Brand#21   | MEDIUM BURNISHED BRASS    |     28 |          136
 Brand#21   | MEDIUM BURNISHED COPPER   |     12 |          136
 Brand#21   | MEDIUM BURNISHED COPPER   |     41 |          136
 Brand#21   | MEDIUM BURNISHED NICKEL   |     12 |          136
 Brand#21   | MEDIUM BURNISHED STEEL    |     28 |          136
 Brand#21   | MEDIUM PLATED NICKEL      |     12 |          136
 Brand#21   | MEDIUM PLATED STEEL       |     43 |          136
 Brand#21   | MEDIUM PLATED TIN         |     45 |          136
 Brand#21   | MEDIUM POLISHED BRASS     |     28 |          136
 Brand#21   | MEDIUM POLISHED NICKEL    |     30 |          136
 Brand#21   | PROMO ANODIZED STEEL      |     41 |          136
 Brand#21   | PROMO ANODIZED TIN        |     12 |          136
 Brand#21   | PROMO BRUSHED COPPER      |     28 |          136
 Brand#21   | PROMO BURNISHED TIN       |     43 |          136
 Brand#21   | PROMO PLATED BRASS        |      8 |          136
 Brand#21   | PROMO PLATED BRASS        |     12 |          136
 Brand#21   | PROMO PLATED BRASS        |     45 |          136
 Brand#21   | PROMO PLATED COPPER       |      8 |          136
 Brand#21   | PROMO PLATED COPPER       |     41 |          136
 Brand#21   | PROMO PLATED NICKEL       |      8 |          136
 Brand#21   | PROMO PLATED STEEL        |     41 |          136
 Brand#21   | PROMO POLISHED BRASS      |     38 |          136
 Brand#21   | PROMO POLISHED STEEL      |     38 |          136
 Brand#21   | SMALL ANODIZED BRASS      |      8 |          136
 Brand#21   | SMALL ANODIZED COPPER     |     45 |          136
 Brand#21   | SMALL BRUSHED COPPER      |     41 |          136
 Brand#21   | SMALL BRUSHED NICKEL      |     45 |          136
 Brand#21   | SMALL BRUSHED TIN         |     30 |          136
 Brand#21   | SMALL PLATED BRASS        |     12 |          136
 Brand#21   | SMALL PLATED COPPER       |     45 |          136
 Brand#21   | STANDARD BRUSHED STEEL    |     28 |          136
 Brand#21   | STANDARD BRUSHED STEEL    |     38 |          136
 Brand#21   | STANDARD BRUSHED TIN      |     45 |          136
 Brand#21   | STANDARD BURNISHED STEEL  |     45 |          136
 Brand#21   | STANDARD PLATED COPPER    |     30 |          136
 Brand#21   | STANDARD PLATED TIN       |     28 |          136
 Brand#22   | ECONOMY ANODIZED BRASS    |      8 |          136
 Brand#22   | ECONOMY ANODIZED COPPER   |     28 |          136
 Brand#22   | ECONOMY ANODIZED STEEL    |     45 |          136
 Brand#22   | ECONOMY BRUSHED NICKEL    |      8 |          136
 Brand#22   | ECONOMY BRUSHED STEEL     |     30 |          136
 Brand#22   | ECONOMY BRUSHED STEEL     |     38 |          136
 Brand#22   | ECONOMY BRUSHED TIN       |     38 |          136
 Brand#22   | ECONOMY BURNISHED BRASS   |     41 |          136
 Brand#22   | ECONOMY PLATED BRASS      |     41 |          136
 Brand#22   | ECONOMY PLATED TIN        |     38 |          136
 Brand#22   | ECONOMY POLISHED COPPER   |     12 |          136
 Brand#22   | LARGE ANODIZED TIN        |     41 |          136
 Brand#22   | LARGE BRUSHED BRASS       |     45 |          136
 Brand#22   | LARGE BRUSHED STEEL       |     38 |          136
 Brand#22   | LARGE BURNISHED STEEL     |     30 |          136
 Brand#22   | LARGE POLISHED COPPER     |     43 |          136
 Brand#22   | MEDIUM ANODIZED COPPER    |     38 |          136
 Brand#22   | MEDIUM ANODIZED NICKEL    |     45 |          136
 Brand#22   | MEDIUM ANODIZED TIN       |     12 |          136
 Brand#22   | MEDIUM ANODIZED TIN       |     38 |          136
 Brand#22   | MEDIUM ANODIZED TIN       |     43 |          136
 Brand#22   | MEDIUM BRUSHED BRASS      |     38 |          136
 Brand#22   | MEDIUM BRUSHED BRASS      |     43 |          136
 Brand#22   | MEDIUM BRUSHED STEEL      |     43 |          136
 Brand#22   | MEDIUM BURNISHED COPPER   |     45 |          136
 Brand#22   | MEDIUM BURNISHED STEEL    |      8 |          136
 Brand#22   | MEDIUM BURNISHED TIN      |     41 |          136
 Brand#22   | MEDIUM PLATED NICKEL      |     30 |          136
 Brand#22   | MEDIUM PLATED NICKEL      |     43 |          136
 Brand#22   | MEDIUM POLISHED COPPER    |     38 |          136
 Brand#22   | MEDIUM POLISHED NICKEL    |     28 |          136
 Brand#22   | MEDIUM POLISHED STEEL     |      8 |          136
 Brand#22   | PROMO BRUSHED BRASS       |     43 |          136
 Brand#22   | PROMO BRUSHED NICKEL      |     28 |          136
 Brand#22   | PROMO BRUSHED STEEL       |     45 |          136
 Brand#22   | PROMO BURNISHED COPPER    |     12 |          136
 Brand#22   | PROMO BURNISHED STEEL     |     43 |          136
 Brand#22   | PROMO BURNISHED STEEL     |     45 |          136
 Brand#22   | PROMO PLATED NICKEL       |     45 |          136
 Brand#22   | PROMO PLATED STEEL        |     28 |          136
 Brand#22   | PROMO POLISHED NICKEL     |     12 |          136
 Brand#22   | PROMO POLISHED TIN        |     41 |          136
 Brand#22   | SMALL ANODIZED BRASS      |     12 |          136
 Brand#22   | SMALL ANODIZED NICKEL     |      8 |          136
 Brand#22   | SMALL ANODIZED STEEL      |     30 |          136
 Brand#22   | SMALL BRUSHED BRASS       |     41 |          136
 Brand#22   | SMALL BRUSHED STEEL       |     12 |          136
 Brand#22   | SMALL BURNISHED BRASS     |     30 |          136
 Brand#22   | SMALL BURNISHED COPPER    |      8 |          136
 Brand#22   | SMALL PLATED COPPER       |     28 |          136
 Brand#22   | SMALL PLATED STEEL        |     43 |          136
 Brand#22   | SMALL PLATED TIN          |     30 |          136
 Brand#22   | SMALL POLISHED NICKEL     |     30 |          136
 Brand#22   | SMALL POLISHED TIN        |     41 |          136
 Brand#22   | SMALL POLISHED TIN        |     45 |          136
 Brand#22   | STANDARD ANODIZED BRASS   |     28 |          136
 Brand#22   | STANDARD ANODIZED NICKEL  |      8 |          136
 Brand#22   | STANDARD ANODIZED STEEL   |     45 |          136
 Brand#22   | STANDARD ANODIZED TIN     |     30 |          136
 Brand#22   | STANDARD BRUSHED TIN      |     43 |          136
 Brand#22   | STANDARD BRUSHED TIN      |     45 |          136
 Brand#22   | STANDARD BURNISHED NICKEL |     45 |          136
 Brand#22   | STANDARD PLATED BRASS     |     38 |          136
 Brand#22   | STANDARD PLATED NICKEL    |     45 |          136
 Brand#22   | STANDARD PLATED STEEL     |      8 |          136
 Brand#23   | ECONOMY ANODIZED STEEL    |     30 |          136
 Brand#23   | ECONOMY BRUSHED BRASS     |     41 |          136
 Brand#23   | ECONOMY BRUSHED COPPER    |      8 |          136
 Brand#23   | ECONOMY BRUSHED COPPER    |     45 |          136
 Brand#23   | ECONOMY BRUSHED TIN       |      8 |          136
 Brand#23   | ECONOMY BRUSHED TIN       |     41 |          136
 Brand#23   | ECONOMY BURNISHED NICKEL  |     30 |          136
 Brand#23   | ECONOMY BURNISHED NICKEL  |     38 |          136
 Brand#23   | ECONOMY PLATED COPPER     |     38 |          136
 Brand#23   | ECONOMY PLATED STEEL      |     45 |          136
 Brand#23   | ECONOMY POLISHED BRASS    |     38 |          136
 Brand#23   | ECONOMY POLISHED NICKEL   |     12 |          136
 Brand#23   | ECONOMY POLISHED STEEL    |     38 |          136
 Brand#23   | ECONOMY POLISHED TIN      |     12 |          136
 Brand#23   | ECONOMY POLISHED TIN      |     41 |          136
 Brand#23   | LARGE ANODIZED BRASS      |     43 |          136
 Brand#23   | LARGE BRUSHED COPPER      |     28 |          136
 Brand#23   | LARGE BRUSHED COPPER      |     45 |          136
 Brand#23   | LARGE BRUSHED TIN         |      8 |          136
 Brand#23   | LARGE BURNISHED BRASS     |     45 |          136
 Brand#23   | LARGE BURNISHED NICKEL    |     45 |          136
 Brand#23   | LARGE BURNISHED STEEL     |     38 |          136
 Brand#23   | LARGE BURNISHED TIN       |      8 |          136
 Brand#23   | LARGE PLATED COPPER       |     45 |          136
 Brand#23   | LARGE PLATED STEEL        |     30 |          136
 Brand#23   | LARGE POLISHED STEEL      |     28 |          136
 Brand#23   | MEDIUM ANODIZED BRASS     |     12 |          136
 Brand#23   | MEDIUM ANODIZED BRASS     |     38 |          136
 Brand#23   | MEDIUM ANODIZED COPPER    |      8 |          136
 Brand#23   | MEDIUM ANODIZED STEEL     |      8 |          136
 Brand#23   | MEDIUM BRUSHED NICKEL     |     28 |          136
 Brand#23   | MEDIUM BRUSHED STEEL      |     30 |          136
 Brand#23   | MEDIUM BRUSHED TIN        |     12 |          136
 Brand#23   | MEDIUM BURNISHED COPPER   |     12 |          136
 Brand#23   | MEDIUM PLATED COPPER      |     12 |          136
 Brand#23   | MEDIUM POLISHED BRASS     |     45 |          136
 Brand#23   | PROMO ANODIZED COPPER     |     38 |          136
 Brand#23   | PROMO ANODIZED NICKEL     |      8 |          136
 Brand#23   | PROMO ANODIZED STEEL      |     41 |          136
 Brand#23   | PROMO ANODIZED TIN        |     41 |          136
 Brand#23   | PROMO BRUSHED BRASS       |     41 |          136
 Brand#23   | PROMO BRUSHED COPPER      |     38 |          136
 Brand#23   | PROMO BRUSHED STEEL       |     28 |          136
 Brand#23   | PROMO BRUSHED TIN         |     30 |          136
 Brand#23   | PROMO BRUSHED TIN         |     41 |          136
 Brand#23   | PROMO BURNISHED STEEL     |     45 |          136
 Brand#23   | PROMO PLATED NICKEL       |     38 |          136
 Brand#23   | PROMO PLATED STEEL        |      8 |          136
 Brand#23   | PROMO POLISHED BRASS      |     28 |          136
 Brand#23   | PROMO POLISHED BRASS      |     30 |          136
 Brand#23   | PROMO POLISHED NICKEL     |     43 |          136
 Brand#23   | PROMO POLISHED STEEL      |      8 |          136
 Brand#23   | PROMO POLISHED TIN        |     38 |          136
 Brand#23   | SMALL ANODIZED COPPER     |     43 |          136
 Brand#23   | SMALL BRUSHED TIN         |     38 |          136
 Brand#23   | SMALL BURNISHED BRASS     |     45 |          136
 Brand#23   | SMALL BURNISHED NICKEL    |     28 |          136
 Brand#23   | SMALL BURNISHED STEEL     |     12 |          136
 Brand#23   | SMALL PLATED NICKEL       |     28 |          136
 Brand#23   | SMALL PLATED STEEL        |     28 |          136
 Brand#23   | SMALL POLISHED STEEL      |     43 |          136
 Brand#23   | STANDARD ANODIZED COPPER  |     28 |          136
 Brand#23   | STANDARD ANODIZED STEEL   |     43 |          136
 Brand#23   | STANDARD BRUSHED TIN      |     12 |          136
 Brand#23   | STANDARD BRUSHED TIN      |     45 |          136
 Brand#23   | STANDARD BURNISHED COPPER |     43 |          136
 Brand#23   | STANDARD BURNISHED STEEL  |     45 |          136
 Brand#23   | STANDARD BURNISHED TIN    |     28 |          136
 Brand#23   | STANDARD BURNISHED TIN    |     45 |          136
 Brand#23   | STANDARD PLATED BRASS     |     30 |          136
 Brand#23   | STANDARD PLATED NICKEL    |     12 |          136
 Brand#24   | ECONOMY ANODIZED STEEL    |     28 |          136
 Brand#24   | ECONOMY BRUSHED BRASS     |     30 |          136
 Brand#24   | ECONOMY BRUSHED COPPER    |      8 |          136
 Brand#24   | ECONOMY BRUSHED COPPER    |     45 |          136
 Brand#24   | ECONOMY BRUSHED STEEL     |     28 |          136
 Brand#24   | ECONOMY BRUSHED STEEL     |     30 |          136
 Brand#24   | ECONOMY BRUSHED TIN       |     28 |          136
 Brand#24   | ECONOMY BURNISHED COPPER  |     28 |          136
 Brand#24   | ECONOMY BURNISHED NICKEL  |     43 |          136
 Brand#24   | ECONOMY BURNISHED TIN     |     41 |          136
 Brand#24   | ECONOMY BURNISHED TIN     |     43 |          136
 Brand#24   | ECONOMY PLATED BRASS      |     43 |          136
 Brand#24   | ECONOMY PLATED COPPER     |     41 |          136
 Brand#24   | ECONOMY PLATED NICKEL     |      8 |          136
 Brand#24   | ECONOMY PLATED TIN        |     28 |          136
 Brand#24   | ECONOMY POLISHED TIN      |     12 |          136
 Brand#24   | ECONOMY POLISHED TIN      |     45 |          136
 Brand#24   | LARGE ANODIZED BRASS      |     28 |          136
 Brand#24   | LARGE ANODIZED BRASS      |     45 |          136
 Brand#24   | LARGE BRUSHED BRASS       |     28 |          136
 Brand#24   | LARGE BRUSHED BRASS       |     45 |          136
 Brand#24   | LARGE BRUSHED COPPER      |     38 |          136
 Brand#24   | LARGE BURNISHED COPPER    |      8 |          136
 Brand#24   | LARGE BURNISHED TIN       |     43 |          136
 Brand#24   | LARGE PLATED BRASS        |     43 |          136
 Brand#24   | LARGE PLATED NICKEL       |     38 |          136
 Brand#24   | LARGE PLATED STEEL        |     12 |          136
 Brand#24   | LARGE POLISHED COPPER     |     30 |          136
 Brand#24   | LARGE POLISHED STEEL      |     38 |          136
 Brand#24   | LARGE POLISHED TIN        |     43 |          136
 Brand#24   | MEDIUM ANODIZED BRASS     |     38 |          136
 Brand#24   | MEDIUM ANODIZED NICKEL    |     38 |          136
 Brand#24   | MEDIUM ANODIZED STEEL     |     12 |          136
 Brand#24   | MEDIUM BRUSHED BRASS      |     30 |          136
 Brand#24   | MEDIUM BURNISHED STEEL    |     43 |          136
 Brand#24   | MEDIUM BURNISHED STEEL    |     45 |          136
 Brand#24   | MEDIUM PLATED COPPER      |     38 |          136
 Brand#24   | MEDIUM PLATED NICKEL      |     45 |          136
 Brand#24   | MEDIUM PLATED STEEL       |      8 |          136
 Brand#24   | MEDIUM PLATED STEEL       |     38 |          136
 Brand#24   | PROMO ANODIZED BRASS      |     30 |          136
 Brand#24   | PROMO ANODIZED BRASS      |     43 |          136
 Brand#24   | PROMO ANODIZED COPPER     |     38 |          136
 Brand#24   | PROMO ANODIZED STEEL      |     28 |          136
 Brand#24   | PROMO ANODIZED STEEL      |     38 |          136
 Brand#24   | PROMO ANODIZED TIN        |     45 |          136
 Brand#24   | PROMO BRUSHED BRASS       |     41 |          136
 Brand#24   | PROMO BRUSHED NICKEL      |     12 |          136
 Brand#24   | PROMO BURNISHED BRASS     |     43 |          136
 Brand#24   | PROMO PLATED COPPER       |      8 |          136
 Brand#24   | SMALL ANODIZED BRASS      |     43 |          136
 Brand#24   | SMALL BRUSHED COPPER      |      8 |          136
 Brand#24   | SMALL BRUSHED NICKEL      |     38 |          136
 Brand#24   | SMALL BRUSHED STEEL       |     30 |          136
 Brand#24   | SMALL BURNISHED COPPER    |     30 |          136
 Brand#24   | SMALL BURNISHED NICKEL    |      8 |          136
 Brand#24   | SMALL PLATED STEEL        |     30 |          136
 Brand#24   | SMALL PLATED TIN          |     28 |          136
 Brand#24   | SMALL POLISHED STEEL      |      8 |          136
 Brand#24   | SMALL POLISHED STEEL      |     38 |          136
 Brand#24   | SMALL POLISHED TIN        |     43 |          136
 Brand#24   | SMALL POLISHED TIN        |     45 |          136
 Brand#24   | STANDARD ANODIZED BRASS   |     28 |          136
 Brand#24   | STANDARD ANODIZED COPPER  |     45 |          136
 Brand#24   | STANDARD ANODIZED TIN     |     38 |          136
 Brand#24   | STANDARD BRUSHED COPPER   |     41 |          136
 Brand#24   | STANDARD BRUSHED STEEL    |     45 |          136
 Brand#24   | STANDARD BURNISHED BRASS  |     30 |          136
 Brand#24   | STANDARD BURNISHED STEEL  |     38 |          136
 Brand#24   | STANDARD BURNISHED TIN    |     43 |          136
 Brand#24   | STANDARD BURNISHED TIN    |     45 |          136
 Brand#24   | STANDARD PLATED BRASS     |     38 |          136
 Brand#24   | STANDARD PLATED STEEL     |     28 |          136
 Brand#25   | ECONOMY ANODIZED COPPER   |     38 |          136
 Brand#25   | ECONOMY BRUSHED NICKEL    |     12 |          136
 Brand#25   | ECONOMY BURNISHED NICKEL  |     12 |          136
 Brand#25   | ECONOMY PLATED BRASS      |     45 |          136
 Brand#25   | ECONOMY POLISHED BRASS    |      8 |          136
 Brand#25   | ECONOMY POLISHED TIN      |      8 |          136
 Brand#25   | ECONOMY POLISHED TIN      |     45 |          136
 Brand#25   | LARGE ANODIZED BRASS      |     12 |          136
 Brand#25   | LARGE ANODIZED BRASS      |     41 |          136
 Brand#25   | LARGE ANODIZED COPPER     |     45 |          136
 Brand#25   | LARGE ANODIZED NICKEL     |     28 |          136
 Brand#25   | LARGE BRUSHED BRASS       |     30 |          136
 Brand#25   | LARGE BRUSHED NICKEL      |     28 |          136
 Brand#25   | LARGE BRUSHED TIN         |     41 |          136
 Brand#25   | LARGE BURNISHED BRASS     |     43 |          136
 Brand#25   | LARGE BURNISHED COPPER    |     41 |          136
 Brand#25   | LARGE PLATED BRASS        |     41 |          136
 Brand#25   | LARGE PLATED BRASS        |     45 |          136
 Brand#25   | LARGE PLATED TIN          |     28 |          136
 Brand#25   | LARGE POLISHED BRASS      |     41 |          136
 Brand#25   | LARGE POLISHED TIN        |     12 |          136
 Brand#25   | MEDIUM ANODIZED COPPER    |      8 |          136
 Brand#25   | MEDIUM ANODIZED COPPER    |     30 |          136
 Brand#25   | MEDIUM ANODIZED COPPER    |     38 |          136
 Brand#25   | MEDIUM BRUSHED BRASS      |     38 |          136
 Brand#25   | MEDIUM BRUSHED BRASS      |     45 |          136
 Brand#25   | MEDIUM BRUSHED STEEL      |     43 |          136
 Brand#25   | MEDIUM BRUSHED TIN        |     30 |          136
 Brand#25   | MEDIUM BURNISHED BRASS    |      8 |          136
 Brand#25   | MEDIUM BURNISHED NICKEL   |     28 |          136
 Brand#25   | MEDIUM BURNISHED NICKEL   |     38 |          136
 Brand#25   | MEDIUM BURNISHED NICKEL   |     45 |          136
 Brand#25   | MEDIUM BURNISHED STEEL    |     43 |          136
 Brand#25   | MEDIUM BURNISHED TIN      |     12 |          136
 Brand#25   | MEDIUM PLATED COPPER      |     30 |          136
 Brand#25   | MEDIUM PLATED NICKEL      |     30 |          136
 Brand#25   | MEDIUM PLATED NICKEL      |     38 |          136
 Brand#25   | MEDIUM PLATED TIN         |      8 |          136
 Brand#25   | MEDIUM POLISHED COPPER    |     38 |          136
 Brand#25   | PROMO ANODIZED COPPER     |     41 |          136
 Brand#25   | PROMO BRUSHED BRASS       |     28 |          136
 Brand#25   | PROMO BRUSHED COPPER      |     43 |          136
 Brand#25   | PROMO BRUSHED NICKEL      |     38 |          136
 Brand#25   | PROMO BURNISHED TIN       |     30 |          136
 Brand#25   | PROMO PLATED BRASS        |     41 |          136
 Brand#25   | PROMO PLATED BRASS        |     45 |          136
 Brand#25   | PROMO PLATED COPPER       |     12 |          136
 Brand#25   | PROMO PLATED COPPER       |     38 |          136
 Brand#25   | SMALL BRUSHED COPPER      |     43 |          136
 Brand#25   | SMALL BURNISHED NICKEL    |     28 |          136
 Brand#25   | SMALL PLATED COPPER       |     30 |          136
 Brand#25   | SMALL PLATED COPPER       |     38 |          136
 Brand#25   | SMALL PLATED COPPER       |     45 |          136
 Brand#25   | SMALL PLATED TIN          |      8 |          136
 Brand#25   | SMALL PLATED TIN          |     38 |          136
 Brand#25   | SMALL POLISHED NICKEL     |     38 |          136
 Brand#25   | SMALL POLISHED STEEL      |      8 |          136
 Brand#25   | SMALL POLISHED STEEL      |     43 |          136
 Brand#25   | STANDARD ANODIZED BRASS   |      8 |          136
 Brand#25   | STANDARD ANODIZED COPPER  |      8 |          136
 Brand#25   | STANDARD ANODIZED COPPER  |     30 |          136
 Brand#25   | STANDARD ANODIZED TIN     |     38 |          136
 Brand#25   | STANDARD BRUSHED BRASS    |     12 |          136
 Brand#25   | STANDARD BRUSHED COPPER   |     28 |          136
 Brand#25   | STANDARD BRUSHED TIN      |      8 |          136
 Brand#25   | STANDARD BURNISHED STEEL  |     45 |          136
 Brand#25   | STANDARD PLATED NICKEL    |     43 |          136
 Brand#25   | STANDARD PLATED NICKEL    |     45 |          136
 Brand#31   | ECONOMY ANODIZED COPPER   |     41 |          136
 Brand#31   | ECONOMY BRUSHED TIN       |     28 |          136
 Brand#31   | ECONOMY BURNISHED BRASS   |     43 |          136
 Brand#31   | ECONOMY PLATED BRASS      |     12 |          136
 Brand#31   | ECONOMY PLATED COPPER     |     43 |          136
 Brand#31   | ECONOMY POLISHED COPPER   |     45 |          136
 Brand#31   | LARGE ANODIZED COPPER     |     12 |          136
 Brand#31   | LARGE ANODIZED TIN        |     12 |          136
 Brand#31   | LARGE ANODIZED TIN        |     38 |          136
 Brand#31   | LARGE BRUSHED NICKEL      |     45 |          136
 Brand#31   | LARGE BRUSHED STEEL       |     12 |          136
 Brand#31   | LARGE BURNISHED NICKEL    |     28 |          136
 Brand#31   | LARGE PLATED STEEL        |     38 |          136
 Brand#31   | LARGE POLISHED BRASS      |     12 |          136
 Brand#31   | LARGE POLISHED BRASS      |     43 |          136
 Brand#31   | MEDIUM ANODIZED NICKEL    |     38 |          136
 Brand#31   | MEDIUM BURNISHED NICKEL   |     43 |          136
 Brand#31   | MEDIUM BURNISHED STEEL    |     43 |          136
 Brand#31   | MEDIUM PLATED STEEL       |      8 |          136
 Brand#31   | MEDIUM POLISHED COPPER    |     30 |          136
 Brand#31   | MEDIUM POLISHED TIN       |     43 |          136
 Brand#31   | PROMO ANODIZED COPPER     |     45 |          136
 Brand#31   | PROMO ANODIZED TIN        |     43 |          136
 Brand#31   | PROMO BRUSHED COPPER      |      8 |          136
 Brand#31   | PROMO BRUSHED NICKEL      |     41 |          136
 Brand#31   | PROMO BURNISHED BRASS     |     30 |          136
 Brand#31   | PROMO PLATED BRASS        |     43 |          136
 Brand#31   | PROMO PLATED TIN          |      8 |          136
 Brand#31   | PROMO POLISHED TIN        |     45 |          136
 Brand#31   | SMALL ANODIZED BRASS      |      8 |          136
 Brand#31   | SMALL ANODIZED TIN        |     30 |          136
 Brand#31   | SMALL BRUSHED NICKEL      |     45 |          136
 Brand#31   | SMALL BRUSHED TIN         |     41 |          136
 Brand#31   | SMALL BURNISHED BRASS     |     28 |          136
 Brand#31   | SMALL PLATED NICKEL       |     12 |          136
 Brand#31   | SMALL PLATED NICKEL       |     45 |          136
 Brand#31   | SMALL PLATED TIN          |     28 |          136
 Brand#31   | SMALL POLISHED BRASS      |     45 |          136
 Brand#31   | SMALL POLISHED STEEL      |     28 |          136
 Brand#31   | STANDARD ANODIZED COPPER  |     30 |          136
 Brand#31   | STANDARD ANODIZED COPPER  |     41 |          136
 Brand#31   | STANDARD ANODIZED COPPER  |     43 |          136
 Brand#31   | STANDARD BRUSHED COPPER   |     45 |          136
 Brand#31   | STANDARD BURNISHED BRASS  |      8 |          136
 Brand#31   | STANDARD BURNISHED COPPER |     28 |          136
 Brand#31   | STANDARD BURNISHED COPPER |     38 |          136
 Brand#31   | STANDARD PLATED BRASS     |     30 |          136
 Brand#31   | STANDARD PLATED BRASS     |     41 |          136
 Brand#32   | ECONOMY ANODIZED COPPER   |     41 |          136
 Brand#32   | ECONOMY ANODIZED STEEL    |     43 |          136
 Brand#32   | ECONOMY ANODIZED TIN      |     12 |          136
 Brand#32   | ECONOMY BRUSHED BRASS     |     45 |          136
 Brand#32   | ECONOMY BRUSHED TIN       |     38 |          136
 Brand#32   | ECONOMY BRUSHED TIN       |     45 |          136
 Brand#32   | ECONOMY PLATED BRASS      |     12 |          136
 Brand#32   | ECONOMY PLATED COPPER     |      8 |          136
 Brand#32   | ECONOMY POLISHED BRASS    |     12 |          136
 Brand#32   | ECONOMY POLISHED COPPER   |     28 |          136
 Brand#32   | LARGE ANODIZED COPPER     |     41 |          136
 Brand#32   | LARGE ANODIZED NICKEL     |     43 |          136
 Brand#32   | LARGE ANODIZED STEEL      |     45 |          136
 Brand#32   | LARGE ANODIZED TIN        |     43 |          136
 Brand#32   | LARGE BRUSHED BRASS       |     43 |          136
 Brand#32   | LARGE BRUSHED TIN         |     30 |          136
 Brand#32   | LARGE BURNISHED NICKEL    |     38 |          136
 Brand#32   | LARGE BURNISHED STEEL     |     12 |          136
 Brand#32   | LARGE BURNISHED STEEL     |     41 |          136
 Brand#32   | LARGE BURNISHED TIN       |     28 |          136
 Brand#32   | LARGE PLATED COPPER       |     43 |          136
 Brand#32   | LARGE POLISHED COPPER     |     12 |          136
 Brand#32   | LARGE POLISHED COPPER     |     41 |          136
 Brand#32   | LARGE POLISHED NICKEL     |      8 |          136
 Brand#32   | LARGE POLISHED TIN        |     28 |          136
 Brand#32   | MEDIUM ANODIZED NICKEL    |      8 |          136
 Brand#32   | MEDIUM BRUSHED COPPER     |      8 |          136
 Brand#32   | MEDIUM BRUSHED STEEL      |     41 |          136
 Brand#32   | MEDIUM BRUSHED TIN        |     38 |          136
 Brand#32   | MEDIUM BURNISHED COPPER   |      8 |          136
 Brand#32   | MEDIUM BURNISHED STEEL    |     45 |          136
 Brand#32   | MEDIUM PLATED BRASS       |     30 |          136
 Brand#32   | MEDIUM PLATED COPPER      |     45 |          136
 Brand#32   | MEDIUM PLATED NICKEL      |     12 |          136
 Brand#32   | MEDIUM PLATED STEEL       |     12 |          136
 Brand#32   | MEDIUM POLISHED NICKEL    |     43 |          136
 Brand#32   | MEDIUM POLISHED TIN       |     12 |          136
 Brand#32   | MEDIUM POLISHED TIN       |     38 |          136
 Brand#32   | PROMO ANODIZED COPPER     |     30 |          136
 Brand#32   | PROMO ANODIZED NICKEL     |     41 |          136
 Brand#32   | PROMO ANODIZED NICKEL     |     45 |          136
